NUMERO AGENCIA,RAZON SOCIAL,ESTADO1,TELEFONO,EJECUTIVO,CIUDAD,MUNICIPIO,PROVINCIA,LONGITUD,LATITUD,CALLE,SECTOR,Com.Aplicada,Com.Faltante,Descuento_ISR
157578,COLMADO MORENA,A,0000000000,RD.MCastillo,PEND,N/A,La Altagracia,,,N/A,N/A,8.11,5.89,10
157579,COL JEREMIAS #1,A,0000000000,RD.MCastillo,PEND,N/A,La Altagracia,,,N/A,N/A,8.11,5.89,10
157580,COL ALONSO #3,A,0000000000,RD.MCastillo,PEND,N/A,La Altagracia,,,N/A,N/A,8.11,5.89,10
157595,LORENA VARGAS,A,0000000000,RD.LColmenarez,"DISTRITO NACIONAL ",N/A,Santo Domingo,,,N/A,N/A,8.11,5.89,10
157620,BANCA JOEL,A,0000000000,RD.EMachado,REPARTO LOS TRES OJOS,N/A,Santo Domingo,,,N/A,N/A,8.11,5.89,10
157624,CAFETERÍA SOFOKE,A,0000000000,RD.LColmenarez.YUrbaez,"SANTO DOMINGO NORTE ",N/A,Santo Domingo,,,N/A,N/A,8.11,5.89,10
157632,CABAÑA KINQ MALECON,A,0000000000,RD.ECollado.NCarrasco,GAZCUE,N/A,Distrito Nacional,,,N/A,N/A,8.11,5.89,10
157633,SURTIDORA MARISELA,A,0000000000,RD.EMontero,POLO,N/A,Barahona,,,N/A,N/A,8.11,5.89,10
157645,PEREZ SUPLAY,A,0000000000,RD.EMontero,POLO,N/A,Barahona,,,N/A,N/A,8.11,5.89,10
157646,BANCA MK 1,A,0000000000,RD.LColmenarez.YUrbaez,"SANTO DOMINGO NORTE ",N/A,Santo Domingo,,,N/A,N/A,8.11,5.89,10
157683,SURTIDOR A SANTA,A,0000000000,RD.EMontero,POLO,N/A,Barahona,,,N/A,N/A,8.11,5.89,10
157705,BANCA HAROLD 9,A,0000000000,RD.LColmenarez.BancasHarold,BANI,N/A,Peravia,,,N/A,N/A,8.11,5.89,10
157706,BANCA HAROLD 3,A,0000000000,RD.LColmenarez,BANI,N/A,Peravia,,,N/A,N/A,8.11,5.89,10
157709,HONEY TECHNOLOGY,A,0000000000,RD.ClienteCalle,LOS TRINITARIOS (SANTO DOMINGO ESTE),N/A,Santo Domingo,,,N/A,N/A,8.11,5.89,10
157715,FANTASIA YERIDA,A,0000000000,RD.ClienteCalle,GABIRMA DEL ESTE (SANTO DOMINGO ESTE),N/A,Santo Domingo,,,N/A,N/A,8.11,5.89,10
157716,COL. CONTROL  TAMARINDO,A,0000000000,RD.AMorillo,EL TAMARINDO,N/A,Santo Domingo,,,N/A,N/A,8.11,5.89,10
157717,SURTIDORA BELVA,A,0000000000,RD.EMontero,EL LAUREL,N/A,Barahona,,,N/A,N/A,8.11,5.89,10
157737,REYES 3,A,0000000000,RD.FSuazo,PRADO ORIENTAL STO DGO ESTE,N/A,Santo Domingo,,,N/A,N/A,8.11,5.89,10
157756,COLMADO RAMIREZ,A,0000000000,RD.EMachado,REPARTO LOS TRES OJOS,N/A,Santo Domingo,,,N/A,N/A,8.11,5.89,10
157757,NEW CENTER - JEREMY ALEXANDER CUAS DE LA CRUZ,A,0000000000,RD.MGarciaJavier,24 ABRIL (SANTO DOMINGO),N/A,Distrito Nacional,,,N/A,N/A,8.11,5.89,10
157818,LORENA 2 GERARDO,A,0000000000,RD.LColmenarez,ENSANCHE CAPOTILLO,N/A,Distrito Nacional,,,N/A,N/A,8.11,5.89,10
157819,LORENA 3. RICARDO,A,0000000000,RD.LColmenarez,LOS RIOS,N/A,Distrito Nacional,,,N/A,N/A,8.11,5.89,10
157820,COLMADO TÍO CHICO,A,0000000000,RD.BeMedia.PuntaCana,PUNTA CANA (LA ALTAGRACIA),N/A,La Altagracia,,,N/A,N/A,8.11,5.89,10
157826,BANCA NEGRITO,A,0000000000,RD.EMontero,CENTRO CIUDAD,N/A,Barahona,,,N/A,N/A,8.11,5.89,10
157829,D´JOSE RECARGAS,A,0000000000,RD.EMontero,LOS BLANCOS,N/A,Barahona,,,N/A,N/A,8.11,5.89,10
157872,CAF. PATRICIA,A,0000000000,RD.LColmenarez.NOchoa,"SANTO DOMINGO ",N/A,Santo Domingo,,,N/A,N/A,8.11,5.89,10
157897,BODEGA JUNIOR EDWAR,A,0000000000,RD.MGarciaJavier,PEND,N/A,Santo Domingo,,,N/A,N/A,8.11,5.89,10
157924,DANNY RECARGAS,A,0000000000,RD.EJoseMontero,BATEY CENTRAL,N/A,Barahona,,,N/A,N/A,8.11,5.89,10
157925,RECARGAS WILDA,A,0000000000,RD.EMontero,BATEY CENTRAL,N/A,Barahona,,,N/A,N/A,8.11,5.89,10
157940,COMERCIAL LISBETH,A,0000000000,RD.WPerez,"SANTO DOMINGO ",N/A,Santo Domingo,,,N/A,N/A,8.11,5.89,10
157944,TABLE 3,A,0000000000,RD.CPeña,LAS COLINAS,N/A,Santiago,,,N/A,N/A,8.11,5.89,10
157945,COL MERCEDES,A,0000000000,RD.MCastillo,PEND,N/A,La Altagracia,,,N/A,N/A,8.11,5.89,10
157949,TABLE 4,A,0000000000,RD.CPeña,LAS COLINAS,N/A,Santiago,,,N/A,N/A,8.11,5.89,10
157951,TABLE 5,A,0000000000,RD.CPeña,LAS COLINAS,N/A,Santiago,,,N/A,N/A,8.11,5.89,10
157952,COLMADO JUANA(BARRERO),A,0000000000,RD.Almonte,SANTIAGO,N/A,Santiago,,,N/A,N/A,8.11,5.89,10
157986,GEORGIANA RECARGAS,A,0000000000,RD.EMontero,BATEY CENTRAL,N/A,Barahona,,,N/A,N/A,8.11,5.89,10
157999,CLAUDY RECARGA,A,0000000000,RD.EMontero,LOS BOTADOS,N/A,Barahona,,,N/A,N/A,8.11,5.89,10
158014,COLMADO RJBBB (SAN GERONIMO),A,0000000000,RD.ECollado.NCarrasco,VILLAS DEL CAFE,N/A,Distrito Nacional,,,N/A,N/A,8.11,5.89,10
158053,COL. HUMBERTO,A,0000000000,RD.JUbiera,VILLA HERMOSA,N/A,La Romana,,,N/A,N/A,8.11,5.89,10
158102,COLMADO SIMPATIA JORDI,A,0000000000,RD.ECollado.JBeriguete,MANOGUAYABO,N/A,Santo Domingo,,,N/A,N/A,8.11,5.89,10
158145,JHONNATAN JOSE HERNÁNDEZ CORREA,A,0000000000,RD.EMachado.JHernandez,SANTO DOMINGO ESTE,N/A,Santo Domingo,,,N/A,N/A,8.11,5.89,10
158149,COLMADO EL PORTON,A,0000000000,RD.WCaraballo,LA ROMANA,N/A,La Romana,,,N/A,N/A,8.11,5.89,10
158162,COMERCIAL FELIX,A,0000000000,RD.WPerez,CATANGA  (LOS MINA),N/A,Distrito Nacional,,,N/A,N/A,8.11,5.89,10
158201,LA RUBIA,A,0000000000,RD.LColmenarez.NOchoa,SANTO DOMINGO,N/A,Distrito Nacional,,,N/A,N/A,8.11,5.89,10
158202,BANCA LUIS,A,0000000000,RD.LColmenarez.NOchoa,SANTO DOMINGO,N/A,Distrito Nacional,,,N/A,N/A,8.11,5.89,10
158203,COL MORA,A,0000000000,RD.LColmenarez.NOchoa,LOS ALCARRIZOS,N/A,Santo Domingo,,,N/A,N/A,8.11,5.89,10
158204,RECARGAS JONATHAN,A,0000000000,RD.RFiguereo,SANTO DOMIGO ESTE,N/A,Santo Domingo,,,N/A,N/A,8.11,5.89,10
158205,COLMADO GERARDO,A,0000000000,Rd.LColmenarez.AMuñoz,"DISTRITO NACIONAL ",N/A,Santo Domingo,,,N/A,N/A,8.11,5.89,10
158216,CAFETERIA VENEZUELA,A,0000000000,RD.MCastillo,PEND,N/A,La Altagracia,,,N/A,N/A,8.11,5.89,10
158222,COLMADO EL PODER DE DIOS,A,0000000000,RD.AMorillo,BRISAS DEL ESTE,N/A,Santo Domingo,,,N/A,N/A,8.11,5.89,10
158247,COLM LUISA,A,0000000000,RD.LColmenarez.YUrbaez,SANTO DOMINGO,N/A,Santo Domingo,,,N/A,N/A,8.11,5.89,10
158254,FOLCOLUSION,A,0000000000,RD.BRosario,STO DGO ESTE,N/A,Santo Domingo,,,N/A,N/A,8.11,5.89,10
158277,JJJ,A,0000000000,RD.JBoves,AZUA,N/A,Azua,,,N/A,N/A,8.11,5.89,10
158282,BANCA EL COMPA,A,0000000000,RD.FSuazo,LA TORONJA (SANTO DOMINGO ESTE),N/A,Santo Domingo,,,N/A,N/A,8.11,5.89,10
158297,"GEARDIX LOT - 5 ",A,0000000000,RD.BeMedia.Geardix,SANTO DOMINGO,N/A,Santo Domingo,,,N/A,N/A,8.11,5.89,10
158304,BANCA PALOMAR,A,0000000000,RD.AMorillo,BRISA DEL ESTE,N/A,Santo Domingo,,,N/A,N/A,8.11,5.89,10
158305,COCINA RESTAURANT,A,0000000000,RD.AMorillo,BRISA DEL ESTE,N/A,Santo Domingo,,,N/A,N/A,8.11,5.89,10
158334,SURTIDORA YONNY,A,0000000000,RD.EMontero,LA MONTAÑITA,N/A,Barahona,,,N/A,N/A,8.11,5.89,10
158335,LUCY RECARGAS,A,0000000000,RD.ATineo,ALMA ROSA,N/A,Santo Domingo,,,N/A,N/A,8.11,5.89,10
158366,CARMEN RECARGAS,A,0000000000,RD.EMontero,BARAHONA,N/A,Barahona,,,N/A,N/A,8.11,5.89,10
158372,MILLIAN CRUZ,A,0000000000,RD.ClienteCalle,HERRERA,N/A,Santo Domingo,,,N/A,N/A,8.11,5.89,10
158397,IGNACIO ARIAS,A,0000000000,RD.BeMedia.SantoDomingo,SANTO DOMINGO,N/A,Santo Domingo,,,N/A,N/A,8.11,5.89,10
158410,COLMADO TIO CHICO,A,0000000000,RD.BeMedia.PuntaCana,VERON (LA ALTAGRACIA),N/A,La Altagracia,,,N/A,N/A,8.11,5.89,10
158454,COLMADO MANOLO,A,0000000000,RD.ECollado.KHolguin,SAN CARLOS,N/A,Distrito Nacional,,,N/A,N/A,8.11,5.89,10
158455,BANCA JAG,A,0000000000,RD.ECollado.KHolguin,BO. SAN JUAN,N/A,Distrito Nacional,,,N/A,N/A,8.11,5.89,10
158501,FARM. ELBNIEL,A,0000000000,RD.NMedina,EL VALIENTE,N/A,Santo Domingo,,,N/A,N/A,8.11,5.89,10
158542,COLMADO MARIEL,A,0000000000,RD.IRosso,SECTOR VILLA VELAZQUEZ (SAN PEDRO DE MACORIS),N/A,San Pedro de Macorís,,,N/A,N/A,8.11,5.89,10
158551,MINIMARKET DOBLE W,A,0000000000,RD.Almonte,SANTIAGO,N/A,Santiago,,,N/A,N/A,8.11,5.89,10
158553,PROVISIONES NUÑEZ,A,0000000000,RD.Almonte,SANTIAGO,N/A,Santiago,,,N/A,N/A,8.11,5.89,10
158556,COLMADO YOLI 5,A,0000000000,RD.CPeña.CPena,PEQUIN,N/A,Santiago,,,N/A,N/A,8.11,5.89,10
158560,COLMADO MARY ESPAILLAT,A,0000000000,RD.CPeña.CPena,PEQUIN,N/A,Santiago,,,N/A,N/A,8.11,5.89,10
158562,REYES CAFETERIA,A,0000000000,RD.CPeña.CPena,PEQUIN,N/A,Santiago,,,N/A,N/A,8.11,5.89,10
158566,MINIMARKET WELS,A,0000000000,RD.Slayni Decamps,SABANA PERDIDA (SANTO DOMINGO NORTE),N/A,Santo Domingo,,,N/A,N/A,8.11,5.89,10
158573,COL DAVID 02,A,0000000000,RD.CPeña.SFranco,PEQUIN,N/A,Santiago,,,N/A,N/A,8.11,5.89,10
158576,MINIMARKET J Y M,A,0000000000,RD.Almonte,SANTIAGO,N/A,Santiago,,,N/A,N/A,8.11,5.89,10
158591,DARIO,A,0000000000,RD.WPerez,SANTO DOMINGO,N/A,Distrito Nacional,,,N/A,N/A,8.11,5.89,10
158600,COLMADO LEO,A,0000000000,RD.BeMedia.PuntaCana,PEND,N/A,La Altagracia,,,N/A,N/A,8.11,5.89,10
158618,COLMADO LA SOLUCION,A,0000000000,RD.AMorillo,BRISA DEL ESTE,N/A,Santo Domingo,,,N/A,N/A,8.11,5.89,10
158619,COLMADO LUMA GUERRA,A,0000000000,RD.AMorillo,BRISA DEL ESTE,N/A,Santo Domingo,,,N/A,N/A,8.11,5.89,10
158620,COLMADO BENSO,A,0000000000,RD.AMorillo,BRISA DEL ESTE,N/A,Santo Domingo,,,N/A,N/A,8.11,5.89,10
158638,COLMADO DON LEO,A,0000000000,RD.DPaulino,MENDOZA,N/A,Santo Domingo,,,N/A,N/A,8.11,5.89,10
158640,YUDELKA MOREL,A,0000000000,RD.DPaulino,MENDOZA,N/A,Santo Domingo,,,N/A,N/A,8.11,5.89,10
158662,PLACITA LA ISABELA,A,0000000000,RD.MGarciaJavier,VILLA JUANA (SANTO DOMINGO),N/A,Distrito Nacional,,,N/A,N/A,8.11,5.89,10
158715,COLMADO VARGAS,A,0000000000,RD.MGarciaJavier.FHidalgo,VILLA JUANA (SANTO DOMINGO),N/A,Distrito Nacional,,,N/A,N/A,8.11,5.89,10
158722,JUAN ESTARLIN ALMONTE HEREDIA,A,0000000000,RD.MGarciaJavier.FHidalgo,VILLA JUANA (SANTO DOMINGO),N/A,Distrito Nacional,,,N/A,N/A,8.11,5.89,10
158741,CAFECTERIA PYB,A,0000000000,RD.MGarciaJavier,BOCACHICA,N/A,Santo Domingo,,,N/A,N/A,8.11,5.89,10
158762,COLMADO CASTILLO (CESAR IGLESIA),A,0000000000,RD.ECollado.NCarrasco,SAN CRISTOBAL,N/A,San Cristóbal,,,N/A,N/A,8.11,5.89,10
158763,COLMADO FAMILIA,A,0000000000,RD.ECollado.ELara,SAN CRISTOBAL,N/A,San Cristóbal,,,N/A,N/A,8.11,5.89,10
158794,SUPER MI GENTE 00,A,0000000000,RD.CPeña.CPena,LA VILLA OLIMPICA,N/A,Santiago,,,N/A,N/A,8.11,5.89,10
158807,COLMADO PH,A,0000000000,RD.CPeña.PJimenez,ENSANCHE ESPALLAT,N/A,Santiago,,,N/A,N/A,8.11,5.89,10
158822,COLMALDO PILARTE 3,A,0000000000,RD.CPeña.EReyes,ENS ESPELLAT,N/A,Santiago,,,N/A,N/A,8.11,5.89,10
158823,SUP VEMTURA,A,0000000000,RD.CPeña.SFranco,PEQUIN,N/A,Santiago,,,N/A,N/A,8.11,5.89,10
158825,COLMADO LOS GALLEROS,A,0000000000,RD.CPeña.EReyes,CUIDAD,N/A,Santiago,,,N/A,N/A,8.11,5.89,10
158832,COLMADO RODRIGUEZ 4,A,0000000000,RD.CPeña.SFranco,PEQUIN,N/A,Santiago,,,N/A,N/A,8.11,5.89,10
158849,ALMACENES R&M,A,0000000000,RD.DPaulino,MENDOZA,N/A,Santo Domingo,,,N/A,N/A,8.11,5.89,10
158866,LORENA VARGAS,A,0000000000,RD.LColmenarez.BancasHarold,SANTO DOMINGO,N/A,Distrito Nacional,,,N/A,N/A,8.11,5.89,10
158867,BANCA MORA,A,0000000000,RD.LColmenarez.NOchoa,LOS ALCARRIZOS,N/A,Santo Domingo,,,N/A,N/A,8.11,5.89,10
158868,FANTASIA PERLA,A,0000000000,RD.LColmenarez,HERRERA,N/A,Santo Domingo,,,N/A,N/A,8.11,5.89,10
158872,COLMADO MIGUEL 1,A,0000000000,RD.DRosarioR,CALERO,N/A,Santo Domingo,,,N/A,N/A,8.11,5.89,10
158874,COLMADO SANTO,A,0000000000,RD.Almonte.CarlosRodriguez,ENSANCHE LIBERTAD (SANTIGO),N/A,Santiago,,,N/A,N/A,8.11,5.89,10
158876,COLMADO RICO,A,0000000000,RD.Almonte.CarlosRodriguez,MONTE RICO,N/A,Santiago,,,N/A,N/A,8.11,5.89,10
158878,COL. CARLITOS PAYA,A,0000000000,RD.Almonte.CarlosRodriguez,MELLA I,N/A,Santiago,,,N/A,N/A,8.11,5.89,10
158880,COL. DE CONTADO,A,0000000000,RD.Almonte.CarlosRodriguez,ENS. ESPAILLAT,N/A,Santiago,,,N/A,N/A,8.11,5.89,10
158881,COLMADO ROBERTO,A,0000000000,RD.Almonte.CarlosRodriguez,INGENIO ARRIBA,N/A,Santiago,,,N/A,N/A,8.11,5.89,10
158883,COLMADO MICHEL,A,0000000000,RD.Almonte.DPolanco,LA REINA,N/A,Santiago,,,N/A,N/A,8.11,5.89,10
158885,COLMADO LA ECONOMIA(DOMINGO),A,0000000000,RD.Almonte.DPolanco,LA TRES CRUCE JACAGUA,N/A,Santiago,,,N/A,N/A,8.11,5.89,10
158889,JUNIOR CELULAR,A,0000000000,RD.Almonte.DPolanco,GURABO,N/A,Santiago,,,N/A,N/A,8.11,5.89,10
158890,COL. VAZQUES(DOMINGO),A,0000000000,RD.Almonte.DPolanco,MOCA,N/A,Santiago,,,N/A,N/A,8.11,5.89,10
158891,COLMADO ROSARIO,A,0000000000,RD.Almonte.DPolanco,MOCA,N/A,Santiago,,,N/A,N/A,8.11,5.89,10
158892,COLMADO LOS PRIMOS(DOMINGO),A,0000000000,RD.Almonte.DPolanco,LICEY,N/A,Santiago,,,N/A,N/A,8.11,5.89,10
158895,SUPER COLMADO ROSARIO,A,0000000000,RD.Almonte.DPolanco,LA VEGA,N/A,Santiago,,,N/A,N/A,8.11,5.89,10
158897,COL. PICHARDO,A,0000000000,RD.Almonte.DPolanco,ROSARIO SANCHEZ,N/A,Santiago,,,N/A,N/A,8.11,5.89,10
158898,COL. GONZALEZ,A,0000000000,RD.Almonte.DPolanco,SANTIAGO,N/A,Santiago,,,N/A,N/A,8.11,5.89,10
158899,COL. BODEGA LA PEQUENA,A,0000000000,RD.Almonte.DPolanco,LICEY,N/A,Santiago,,,N/A,N/A,8.11,5.89,10
158901,CAFETERIA PONY,A,0000000000,RD.Almonte.DPolanco,TAMBORIL,N/A,Santiago,,,N/A,N/A,8.11,5.89,10
158902,COLMADO DE JESUS,A,0000000000,RD.Almonte.DPolanco,MOCA,N/A,Santiago,,,N/A,N/A,8.11,5.89,10
158903,COLMADO CRUZ(DOMINGO),A,0000000000,RD.Almonte.DPolanco,SANTIAGO,N/A,Santiago,,,N/A,N/A,8.11,5.89,10
158904,CARMEN CAFETERIA,A,0000000000,RD.Almonte.DPolanco,LICEY,N/A,Santiago,,,N/A,N/A,8.11,5.89,10
158907,COLMADO LOS COMPADRES,A,0000000000,RD.RFiguereo,SANTO DOMINGO ESTE,N/A,Distrito Nacional,,,N/A,N/A,8.11,5.89,10
158915,COLMADO NATHALY,A,0000000000,RD.CPeña.WEspinal,PEQUIN,N/A,Santiago,,,N/A,N/A,8.11,5.89,10
158916,COLMADO Y MAS,A,0000000000,RD.JBoves,AZUA,N/A,San José de Ocoa,,,N/A,N/A,8.11,5.89,10
158921,INGRID RECARGA,A,0000000000,RD.CPeña.CPena,VILLA GONZALEZ,N/A,Santiago,,,N/A,N/A,8.11,5.89,10
158922,COLMADO LUIS - LUIS PERALTA,A,0000000000,RD.CPeña.SFranco,VILLA GONZALEZ (SANTIAGO),N/A,Santiago,,,N/A,N/A,8.11,5.89,10
158923,COLMADO VENTURA,A,0000000000,RD.CPeña.SFranco,BARRIO LINDO,N/A,Santiago,,,N/A,N/A,8.11,5.89,10
158931,COLMADO ANDRES,A,0000000000,RD.CPeña.WEspinal,PEQUIN,N/A,Santiago,,,N/A,N/A,8.11,5.89,10
158932,COLMADO KENIA,A,0000000000,RD.CPeña.WEspinal,PEQUIN,N/A,Santiago,,,N/A,N/A,8.11,5.89,10
158934,COL ARACENA,A,0000000000,RD.CPeña.WEspinal,URB. LOS REYES,N/A,Santiago,,,N/A,N/A,8.11,5.89,10
158939,COLMADO SAN JOSE III,A,0000000000,RD.Almonte.CarlosRodriguez,LOS REYES II,N/A,Santiago,,,N/A,N/A,8.11,5.89,10
158940,COLMADO RUBEN,A,0000000000,RD.Almonte.CarlosRodriguez,RINCON LARGO,N/A,Santiago,,,N/A,N/A,8.11,5.89,10
158941,SUPERMARKET ALMONTE,A,0000000000,RD.Almonte,LOS JERDINES DEL REY,N/A,Santiago,,,N/A,N/A,8.11,5.89,10
158942,COLMADO PEREZ (CIEN FUEGO),A,0000000000,RD.Almonte,CAMINO LICEY,N/A,Santiago,,,N/A,N/A,8.11,5.89,10
158943," COLMADO LOS 3 HERMANOS",A,0000000000,RD.Almonte,CENTRO CIUDAD,N/A,Santiago,,,N/A,N/A,8.11,5.89,10
158944,COL. EL PARQUE,A,0000000000,RD.Almonte,MOCA,N/A,Santiago,,,N/A,N/A,8.11,5.89,10
158946,BANCA DOMINGO,A,0000000000,RD.Almonte,LAS COLINAS,N/A,Santiago,,,N/A,N/A,8.11,5.89,10
158954,COL SANTANA #1,A,0000000000,RD.MCastillo,HIGUEY,N/A,La Altagracia,,,N/A,N/A,8.11,5.89,10
158963,COLMADO AYBAR,A,0000000000,RD.Almonte,CENTRO CIUDAD,N/A,Santiago,,,N/A,N/A,8.11,5.89,10
158964,CAFETERIA ROSA (LA OTRA BANDA),A,0000000000,RD.Almonte,LOS REYES,N/A,Santiago,,,N/A,N/A,8.11,5.89,10
158966,COLMADO ESTEVEZ,A,0000000000,RD.Almonte,SANTIAGO,N/A,Santiago,,,N/A,N/A,8.11,5.89,10
158969,CAFETERIA GUARO,A,0000000000,RD.Almonte,VILLA VERDE,N/A,Santiago,,,N/A,N/A,8.11,5.89,10
158971,COLMADO REYES LOS COCOS,A,0000000000,RD.Almonte,EL ENSUENO,N/A,Santiago,,,N/A,N/A,8.11,5.89,10
158972,COLMADO MARTE,A,0000000000,RD.Almonte,LA NORIEGA,N/A,Santiago,,,N/A,N/A,8.11,5.89,10
158975,COLMADO LISBETH,A,0000000000,RD.Almonte,GURABO,N/A,Santiago,,,N/A,N/A,8.11,5.89,10
158983,CAFETERIA DOÑA LEYBA,A,0000000000,RD.RFiguereo,SANTO DOMIGO ESTE,N/A,Santo Domingo,,,N/A,N/A,8.11,5.89,10
158997,COLMADO EL TÍO,A,0000000000,RD.JColmenares,PEND,N/A,La Altagracia,,,N/A,N/A,8.11,5.89,10
158998,COLMADO TIO CHICO,A,0000000000,RD.JColmenares,VERON (LA ALTAGRACIA),N/A,La Altagracia,,,N/A,N/A,8.11,5.89,10
158999,BANCA MELO,A,0000000000,RD.JColmenares,PEND,N/A,La Altagracia,,,N/A,N/A,8.11,5.89,10
159000,COLMADO RANDAL,A,0000000000,RD.JColmenares,PEND,N/A,La Altagracia,,,N/A,N/A,8.11,5.89,10
159001,COLMADO LA BENDICION (P),A,0000000000,RD.JColmenares,PEND,N/A,La Altagracia,,,N/A,N/A,8.11,5.89,10
159007,FRUTERIA,A,0000000000,RD.JColmenares,PEND,N/A,La Altagracia,,,N/A,N/A,8.11,5.89,10
159008,MERCADITO LA FUENTE,A,0000000000,RD.JColmenares,PEND,N/A,La Altagracia,,,N/A,N/A,8.11,5.89,10
159009,COLMADO ONIA,A,0000000000,RD.JColmenares,PEND,N/A,La Altagracia,,,N/A,N/A,8.11,5.89,10
159011,FANTACIA NANCY,A,0000000000,RD.AMorillo,BRISA DEL ESTE,N/A,Santo Domingo,,,N/A,N/A,8.11,5.89,10
159012,COLMADO AL BREA 2,A,0000000000,RD.AMorillo,BRISA DEL ESTE,N/A,Santo Domingo,,,N/A,N/A,8.11,5.89,10
159013,COLMADO MARTIN,A,0000000000,RD.AMorillo,BRISA DEL ESTE,N/A,Santo Domingo,,,N/A,N/A,8.11,5.89,10
159014,LA ECONOMIA SAN LUIS,A,0000000000,RD.AMorillo,BRISA DEL ESTE,N/A,Santo Domingo,,,N/A,N/A,8.11,5.89,10
159021,COL AMADITO,A,0000000000,RD.WCastillo,BRISA DEL ESTE,N/A,Santo Domingo,,,N/A,N/A,8.11,5.89,10
159025,COLMADO SANTANA,A,0000000000,RD.JColmenares,PEND,N/A,La Altagracia,,,N/A,N/A,8.11,5.89,10
159041,COLMADO EL RUBIO,A,0000000000,RD.JColmenares,PUNTA CANA (BAVARO),N/A,La Altagracia,,,N/A,N/A,8.11,5.89,10
159042,COMERCIAL CUM Y LA VIGA,A,0000000000,RD.JColmenares,c,N/A,La Altagracia,,,N/A,N/A,8.11,5.89,10
159043,COLMADO ALFRED,A,0000000000,RD.JColmenares,PUNTA CANA (BAVARO),N/A,La Altagracia,,,N/A,N/A,8.11,5.89,10
159044,COLMADO VENEZUELA,A,0000000000,RD.JColmenares,PUNTA CANA (BAVARO),N/A,La Altagracia,,,N/A,N/A,8.11,5.89,10
159045,CAFETERIA EL VALLE,A,0000000000,RD.JColmenares,PUNTA CANA (BAVARO),N/A,La Altagracia,,,N/A,N/A,8.11,5.89,10
159046,COLMADO APREZIO,A,0000000000,RD.DSantana,HIGUEY,N/A,La Altagracia,,,N/A,N/A,8.11,5.89,10
159047,COLMADO SORIANO,A,0000000000,RD.DSantana.FAcosta,HIGUEY,N/A,La Altagracia,,,N/A,N/A,8.11,5.89,10
159048,CAFETERIA QUINTO PATIO,A,0000000000,RD.Almonte,SANTIAGO,N/A,Santiago,,,N/A,N/A,8.11,5.89,10
159050,MINI MARKET LAS MARIA,A,0000000000,RD.Almonte,LICEY,N/A,Santiago,,,N/A,N/A,8.11,5.89,10
159051,M/M MIO,A,0000000000,RD.Almonte.RMarte,LAS PALOMAS LICEY,N/A,Santiago,,,N/A,N/A,8.11,5.89,10
159055,REPARACION,A,0000000000,RD.WCaraballo,LOS MULOS,N/A,La Romana,,,N/A,N/A,8.11,5.89,10
159056,COL. EL BUEN PASTOR,A,0000000000,RD.EMontero,PALMARITO,N/A,Barahona,,,N/A,N/A,8.11,5.89,10
159057,COLMADO MON,A,0000000000,RD.Almonte.RMarte,CECARA,N/A,Santiago,,,N/A,N/A,8.11,5.89,10
159058,COLMADO RAFAEL (LAS COLINAS),A,0000000000,RD.Almonte,LAS COLINAS,N/A,Santiago,,,N/A,N/A,8.11,5.89,10
159059,COL. EDWIN,A,0000000000,RD.Almonte.DPolanco,SANTIAGO,N/A,Santiago,,,N/A,N/A,8.11,5.89,10
159071,COLMADO BETANIA,A,0000000000,RD.JColmenares,PUNTA CANA (BAVARO),N/A,La Altagracia,,,N/A,N/A,8.11,5.89,10
159072,CAFETERIA OCHOA,A,0000000000,RD.Almonte.DPolanco,LA CALLENA (SANTIAGO),N/A,Santiago,,,N/A,N/A,8.11,5.89,10
159075,SUPER COLMADO DYD,A,0000000000,RD.Almonte.DPolanco,LOS COCOS,N/A,Santiago,,,N/A,N/A,8.11,5.89,10
159076,SALON MARTA,A,0000000000,RD.Almonte.DPolanco,LICEY,N/A,Santiago,,,N/A,N/A,8.11,5.89,10
159077,COLMADO RUBIO,A,0000000000,RD.JColmenares,PUNTA CANA (BAVARO),N/A,La Altagracia,,,N/A,N/A,8.11,5.89,10
159079,CAFETERIA YADIEL(DOMINGO),A,0000000000,RD.Almonte.DPolanco,CEIBA DE MADERA MOCA,N/A,Santiago,,,N/A,N/A,8.11,5.89,10
159082,COL. LA NUEVA ESPERANZA,A,0000000000,RD.Almonte.DPolanco,LICEY,N/A,Santiago,,,N/A,N/A,8.11,5.89,10
159083,MINIMARKET LA ESPERANZA II,A,0000000000,RD.Almonte.DPolanco,LICEY,N/A,Santiago,,,N/A,N/A,8.11,5.89,10
159084,COLMADO MARIEL II,A,0000000000,RD.Almonte.DPolanco,JARABACOA,N/A,Santiago,,,N/A,N/A,8.11,5.89,10
159085,COLMADO GENARO,A,0000000000,RD.Almonte.DPolanco,MOCA,N/A,Santiago,,,N/A,N/A,8.11,5.89,10
159087,CAFETERIA LA RUBIA,A,0000000000,RD.Almonte.DPolanco,GUAYABAL,N/A,Santiago,,,N/A,N/A,8.11,5.89,10
159090,COL. LUISA,A,0000000000,RD.Almonte.DPolanco,TAMBORIL,N/A,Santiago,,,N/A,N/A,8.11,5.89,10
159105,COLMADO LOVELY,A,0000000000,RD.JColmenares,PUNTA CANA (BAVARO),N/A,La Altagracia,,,N/A,N/A,8.11,5.89,10
